% TYPE=CHART-DATA-ASCII V=2.0 TITLE="AxisX ... CTRL Position controller: Lag error, 12/02/25, 12:36:12" XUNIT="time/s" YUNIT="Units" FORMULA="DO_NOT_CHANGE_ORIGINAL_DATA" DATASOURCE="TraceType=ACP10:ParID=112:NcObjName=AxisX:HwConfStruct=00:0001:00:8081:00:02:gAxis03i:" ROWS=0 COLS=0 COLSEP="COMMA" ,
% TYPE=CHART-DATA-ASCII V=2.0 TITLE="AxisX ... CTRL Position controller: Set speed, 12/02/25, 12:36:12" XUNIT="time/s" YUNIT="Units/s" FORMULA="DO_NOT_CHANGE_ORIGINAL_DATA" DATASOURCE="TraceType=ACP10:ParID=114:NcObjName=AxisX:HwConfStruct=00:0001:00:8081:00:02:gAxis03i:" ROWS=0 COLS=0 COLSEP="COMMA" ,
